E000059,What famous building project did Caracalla construct in Rome?,BATHS OF CARACALLA
E000060,In what year did Caracalla grant citizenship to all free inhabitants of the empire?,212 AD
E000061,Who assassinated Caracalla?,MACRINUS
E000062,Who was the first equestrian emperor?,MACRINUS
E000063,At what battle was Macrinus defeated by the forces of Elagabalus?,ANTIOCH
E000064,Who was the grandmother of Elagabalus and Alexander Severus?,JULIA MAESA
E000065,Which emperor was a priest of the sun god El-Gabal?,ELAGABALUS
E000066,Who was the mother of Elagabalus?,JULIA SOAEMIAS
E000067,Who succeeded Elagabalus?,ALEXANDER SEVERUS
E000068,Who was the dominating mother of Alexander Severus?,JULIA MAMAEA
E000069,Which famous jurist served as Praetorian Prefect under Alexander Severus?,ULPIAN
E000070,Who led the coup that killed Alexander Severus?,MAXIMINUS THRAX
E000071,Which year is known as the Year of the Six Emperors?,238 AD
E000072,Who were the two elderly emperors elected by the Senate in 238 AD?,PUPIENUS AND BALBINUS
E000073,Which teenage emperor succeeded Pupienus and Balbinus?,GORDIAN III
E000074,Who was the Praetorian Prefect and father-in-law of Gordian III?,TIMESITHEUS
E000075,Which emperor celebrated the 1000th anniversary of Rome?,PHILIP THE ARAB
E000076,Who defeated Philip the Arab at the Battle of Verona?,DECIUS
E000077,Which emperor was the first to die in battle against a foreign enemy?,DECIUS
E000078,At what battle was Decius killed by the Goths?,ABRITTUS
E000079,Who captured the Emperor Valerian?,SHAPUR I
E000080,Who was the son of Valerian who ruled alone after his capture?,GALLIENUS
E000081,Which breakaway empire formed in Gaul under Postumus?,GALLIC EMPIRE
E000082,Who was the queen of the Palmyrene Empire?,ZENOBIA
E000083,Which emperor defeated Zenobia and Tetricus?,AURELIAN
E000084,What title was given to Aurelian for reuniting the empire?,RESTITUTOR ORBIS
E000085,Which emperor built a new wall around Rome?,AURELIAN
E000086,Who was the secretary who plotted Aurelian's assassination?,EROS
E000087,Which elderly senator succeeded Aurelian?,TACITUS
E000088,Which emperor was killed by a lightning bolt?,CARUS
E000089,Who were the two sons of Carus?,CARINUS AND NUMERIAN
E000090,Who killed Numerian and was later killed by Diocletian?,APER
E000091,Who established the Tetrarchy?,DIOCLETIAN
E000092,Who was Diocletian's co-Augustus?,MAXIMIAN
E000093,What city was Diocletian's capital?,NICOMEDIA
E000094,Who were the first two Caesars of the Tetrarchy?,GALERIUS AND CONSTANTIUS CHLORUS
E000095,Where did Diocletian retire to?,SALONA (Split)
E000096,Which British usurper declared himself emperor in 286 AD?,CARAUSIUS
E000097,Who succeeded Constantius Chlorus in 306 AD?,CONSTANTINE (THE GREAT)
E000098,At what battle did Constantine defeat Maxentius?,MILVIAN BRIDGE
E000099,In what year was the Battle of the Milvian Bridge?,312 AD
E000100,Who was the wife of Constantine and daughter of Maximian?,FAUSTA
E000101,Who was Constantine's eldest son> whom he executed?,CRISPUS
E000102,Which emperor issued the Edict of Milan?,CONSTANTINE
E000103,What new capital did Constantine dedicate in 330 AD?,CONSTANTINOPLE
E000104,Which council did Constantine convene in 325 AD?,NICAEA
E000105,Who were the three sons of Constantine who succeeded him?,CONSTANTINE II> CONSTANTIUS II> CONSTANS
E000106,Which usurper killed Constans?,MAGNENTIUS
E000107,At what battle did Constantius II defeat Magnentius?,MURSA
E000108,Who was the cousin of Constantius II known as "The Apostate"?,JULIAN
E000109,At what battle did Julian defeat the Alemanni in 357 AD?,ARGENTORATUM (Strasbourg)
E000110,How did Julian the Apostate die?,IN BATTLE (against Persia)
E000111,Who succeeded Julian?,JOVIAN
E000112,What humiliating concession did Jovian make to Persia?,SURRENDER OF NISIBIS
E000113,Who succeeded Jovian and ruled the West?,VALENTINIAN I
E000114,Who was the brother of Valentinian I who ruled the East?,VALENS
E000115,Where did Valentinian I die of a stroke?,BRIGETIO
E000116,At what battle was Valens killed by the Goths?,ADRIANOPLE
E000117,In what year was the Battle of Adrianople?,378 AD
E000118,Who succeeded Valens in the East?,THEODOSIUS I (THE GREAT)
E000119,Which bishop of Milan forced Theodosius to do penance?,AMBROSE
E000120,Who was the usurper defeated by Theodosius at the Battle of the Frigidus?,EUGENIUS
E000121,Who was the Frankish general supporting Eugenius?,ARBOGAST
E000122,Which emperor banned pagan worship in 391 AD?,THEODOSIUS I
E000123,Who were the two sons of Theodosius who divided the empire in 395 AD?,ARCADIUS AND HONORIUS
E000124,Who was the Vandal general who served as regent for Honorius?,STILICHO
E000125,Who was the Visigothic king who sacked Rome in 410 AD?,ALARIC
E000126,Who was the sister of Honorius captured by the Goths?,GALLA PLACIDIA
E000127,Which general was known as the "Last of the Romans"?,AETIUS
E000128,Who was the Hunnic king known as the "Scourge of God"?,ATTILA
E000129,At what battle did Aetius defeat Attila in 451 AD?,CATALAUNIAN PLAINS (CHALONS)
E000130,Who sacked Rome in 455 AD?,VANDALS (under Genseric)
E000131,Who was the powerful Suebi general who made and unmade emperors in the West?,RICIMER
E000132,Who was the last Western Roman Emperor?,ROMULUS AUGUSTULUS
E000133,Who deposed Romulus Augustulus?,ODOACER
E000134,In what year did the Western Empire fall?,476 AD
E000135,Who was the uncle of Justinian I?,JUSTIN I
E000136,Who was Justinian's famous empress?,THEODORA
E000137,Which general reconquered Africa and Italy for Justinian?,BELISARIUS
E000138,Which Vandal king did Belisarius defeat?,GELIMER
E000139,Which Gothic king retook Rome and was defeated by Narses?,TOTILA
E000140,At what battle did Narses defeat Totila?,TAGINAE (BUSTA GALLORUM)
E000141,What great church did Justinian build in Constantinople?,HAGIA SOPHIA
E000142,What legal code was compiled under Justinian?,CORPUS JURIS CIVILIS
E000143,Who was the mother of Tiberius?,LIVIA
E000144,What was the praenomen of Vespasian?,TITUS (Flavius Vespasianus)
E000145,Who was the first wife of Augustus?,CLODIA PULCHRA
E000146,Who was the second wife of Augustus?,SCRIBONIA
E000147,Who was the only child of Augustus?,JULIA
E000148,Who was the husband of Julia and general of Augustus?,AGRIPPA
E000149,Who were the two grandsons of Augustus adopted as heirs?,GAIUS AND LUCIUS CAESAR
E000150,Who was the third grandson of Augustus> later exiled?,AGRIPPA POSTUMUS
E000151,What was the relationship between Claudius and Germanicus?,BROTHERS
E000152,Who was the father of Caligula?,GERMANICUS
E000153,Who was the mother of Caligula?,AGRIPPINA THE ELDER
E000154,Where did Tiberius die?,MISENUM
E000155,Who was the Prefect of the Praetorian Guard under Nero?,BURRUS
E000156,Who was Nero's first wife?,OCTAVIA
E000157,Who was the freedwoman mistress of Nero?,ACTE
E000158,What was the name of Nero's second wife?,POPPAEA SABINA
E000159,Who assassinated Galba?,OTHO'S SOLDIERS
E000160,Where did Otho commit suicide?,BRIXELLUM
E000161,Who was the brother of Vespasian who was killed in Rome?,SABINUS
E000162,What tax is Vespasian famous for implementing?,URINE TAX
E000163,Who was the wife of Domitian?,DOMITIA LONGINA
E000164,Who was the Dacian king defeated by Trajan?,DECEBALUS
E000165,Who was the wife of Hadrian?,SABINA
E000166,What city did Hadrian found in Egypt?,ANTINOOPOLIS
E000167,Who was the father of Marcus Aurelius?,ANNIUS VERUS
E000168,How many children did Marcus Aurelius and Faustina have?,AT LEAST 13 (or 14)
E000169,Who was the sister of Commodus involved in a plot against him?,LUCILLA
E000170,Who was the Prefect who succeeded Laetus under Severus?,PLAUTIANUS
E000171,Who was the wife of Plautianus?,(Not famous> but his daughter PLAUTILLA married Caracalla)
E000172,Who was the first wife of Caracalla?,PLAUTILLA
E000173,Who was the mother of Geta?,JULIA DOMNA
E000174,What city was the capital of the Gallic Empire?,COLOGNE (or TREVES)
E000175,Who succeeded Postumus in the Gallic Empire?,MARIUS (or VICTORINUS)
E000176,Who was the father of Constantine the Great?,CONSTANTIUS CHLORUS
E000177,Who was the mother of Constantine the Great?,HELENA
E000178,Who was the wife of Licinius?,CONSTANTIA
E000179,Who was the half-brother of Constantine executed by him?,(None> he executed his son Crispus)
E000180,Who was the father of Julian the Apostate?,JULIUS CONSTANTIUS
E000181,Who was the brother of Julian the Apostate?,GALLUS
E000182,Where was Julian born?,CONSTANTINOPLE
E000183,Who was the wife of Julian?,HELENA (sister of Constantius II)
E000184,Who was the Praetorian Prefect of the East under Arcadius?,RUFINUS
E000185,Who was the eunuch chamberlain of Arcadius?,EUTROPIUS
E000186,Who was the wife of Arcadius?,EUDOXIA
E000187,Who was the wife of Honorius?,MARIA (or THERMANTIA)
E000188,Who was the son of Galla Placidia?,VALENTINIAN III
E000189,Who was the daughter of Theodosius II?,EUDOXIA (married Val III)
E000190,Who was the sister of Theodosius II who ruled as regent?,PULCHERIA
E000191,Who was the husband of Pulcheria?,MARCIAN
E000192,Who was the Vandal king who conquered Africa?,GENSERIC
E000193,Who was the Roman governor who invited the Vandals into Africa?,BONIFACIUS
E000194,Who was the general who defeated the Burgundians?,AETIUS
E000195,Who was the Emperor of the West killed by Ricimer in 461?,MAJORIAN
E000196,Who was the puppet emperor placed on the throne by Ricimer in 461?,LIBIUS SEVERUS
E000197,Who was the Eastern Emperor who sent Anthemius to the West?,LEO I
E000198,Who was the father of Romulus Augustulus?,ORESTES
E000199,Where was Romulus Augustulus exiled?,CAMPANIA (Castellum Lucullanum)
E000200,Who was the Ostrogothic king who conquered Italy from Odoacer?,THEODORIC
E000201,Who was the daughter of Theodoric?,AMALASUNTHA
E000202,Who was the husband of Theodora?,JUSTINIAN
E000203,Who was the nephew of Justinian who succeeded him?,JUSTIN II
E000204,What Persian king was the rival of Justinian?,KHOSRAU I (CHOSROES)
E000205,Who was the general who replaced Belisarius in Italy?,NARSES
E000206,Who was the historian of Justinian's wars?,PROCOPIUS
E000207,What secret history did Procopius write?,THE ANECDOTA
E000208,Who was the bishop of Rome during the time of Attila?,LEO I (THE GREAT)
E000209,Which emperor was known as "The Thracian"?,MAXIMINUS
E000210,Which emperor was known as "The Arab"?,PHILIP
E000211,Which emperor was known as "The Gothicus"?,CLAUDIUS II
E000212,Which emperor was known as "The Apostate"?,JULIAN
E000213,What was the cognomen of the emperor Galba?,SERVIUS SULPICIUS
E000214,What was the cognomen of the emperor Otho?,SALVIUS
E000215,What was the cognomen of the emperor Vitellius?,AULUS
E000216,What was the praenomen of Nerva?,MARCUS COCCEIUS
E000217,What was the full name of Trajan?,MARCUS ULPIUS TRAIANUS
E000218,What was the full name of Hadrian?,PUBLIUS AELIUS HADRIANUS
E000219,What was the full name of Antoninus Pius?,TITUS AURELIUS FULVUS BOIONIUS ARRIUS ANTONINUS
E000220,What was the full name of Marcus Aurelius?,MARCUS AURELIUS ANTONINUS
E000221,What was the full name of Commodus?,LUCIUS AURELIUS COMMODUS
E000222,What was the original name of Caracalla?,BASSIANUS (later M. Aurelius Antoninus)
E000223,What was the original name of Elagabalus?,VARIUS AVITUS BASSIANUS
E000224,What was the original name of Alexander Severus?,BASSIANUS ALEXIANUS
E000225,What was the name of the usurper in Britain under Septimius Severus?,CLODIUS ALBINUS
E000226,What was the name of the usurper in Syria under Septimius Severus?,PESCENNIUS NIGER
E000227,Who was the father-in-law of Diocletian?,(None> he was the senior)
E000228,Who was the son-in-law of Diocletian?,GALERIUS
E000229,Who was the son-in-law of Maximian?,CONSTANTINE
E000230,Who was the wife of Maximian?,EUTROPIA
E000231,Who was the mother of Maxentius?,EUTROPIA
E000232,Who was the father of Maxentius?,MAXIMIAN
E000233,Who was the mother of Fausta?,EUTROPIA
E000234,Who was the father of Fausta?,MAXIMIAN
E000235,Who was the wife of Constantius Chlorus (mother of Constantine)?,HELENA
E000236,Who was the second wife of Constantius Chlorus?,THEODORA
E000237,Who was the father of Julian the Apostate?,JULIUS CONSTANTIUS
E000238,Who was the mother of Julian the Apostate?,BASILINA
E000239,Who was the tutor of Julian?,MARDONIUS (or EUSEBIUS)
E000240,Who was the wife of Valens?,DOMINICA
E000241,Who was the wife of Theodosius I?,AELIA FLACCILLA
E000242,Who was the second wife of Theodosius I?,GALLA
E000243,Who was the father of Galla?,VALENTINIAN I
E000244,Who was the mother of Galla?,JUSTINA
E000245,Who was the mother of Valentinian II?,JUSTINA
E000246,Who was the father of Gratian?,VALENTINIAN I
E000247,Who was the mother of Gratian?,MARINA SEVERA
E000248,Who was the wife of Honorius?,MARIA
E000249,Who was the father of Maria (wife of Honorius)?,STILICHO
E000250,Who was the mother of Maria?,SERENA
E000251,Who was the father of Serena?,(Adopted by Theodosius> niece)
E000252,Who was the husband of Galla Placidia (first)?,ATAULF
E000253,Who was the husband of Galla Placidia (second)?,CONSTANTIUS III
E000254,Who was the brother of Galla Placidia?,HONORIUS
E000255,Who was the son of Galla Placidia?,VALENTINIAN III
E000256,Who was the daughter of Galla Placidia?,HONORIA
E000257,Who did Honoria ask to rescue her?,ATTILA
E000258,Who was the wife of Valentinian III?,LICINIA EUDOXIA
E000259,Who was the father of Licinia Eudoxia?,THEODOSIUS II
E000260,Who was the mother of Licinia Eudoxia?,EUDOXIA
E000261,Who killed Valentinian III?,OPTILA AND THRAUSTILA (followers of Aetius)
E000262,Who succeeded Valentinian III?,PETRONIUS MAXIMUS
E000263,Who was the wife of Petronius Maximus (forced)?,LICINIA EUDOXIA
E000264,Who killed Petronius Maximus?,THE MOB (during Vandal sack)
E000265,Who succeeded Petronius Maximus?,AVITUS
E000266,Who deposed Avitus?,RICIMER
E000267,Who succeeded Avitus?,MAJORIAN
E000268,Who deposed Majorian?,RICIMER
E000269,Who succeeded Majorian?,LIBIUS SEVERUS
E000270,Who succeeded Libius Severus?,ANTHEMIUS
E000271,Who was the father-in-law of Anthemius?,MARCIAN
E000272,Who killed Anthemius?,RICIMER
E000273,Who succeeded Anthemius?,OLYBRIUS
E000274,Who was the wife of Olybrius?,PLACIDIA (daughter of Val III)
E000275,Who succeeded Olybrius?,GLYCERIUS
E000276,Who deposed Glycerius?,JULIUS NEPOS
E000277,Who deposed Julius Nepos?,ORESTES
E000278,Who was the son of Orestes?,ROMULUS AUGUSTULUS
E000279,Where was Julius Nepos killed?,DALMATIA (Salona)
E000280,Who was the last de jure Western Emperor?,JULIUS NEPOS
E000281,Who was the king of the Visigoths at Adrianople?,FRITIGERN
E000282,Who was the king of the Visigoths at Chalons?,THEODORIC I
E000283,Who was the king of the Visigoths who sacked Rome?,ALARIC
E000284,Who was the king of the Vandals who sacked Rome?,GENSERIC
E000285,Who was the king of the Huns at Chalons?,ATTILA
E000286,Who was the brother of Attila?,BLEDA
E000287,Who was the Roman general at Chalons?,AETIUS
E000288,Who was the Roman general at Adrianople?,(Valens himself)
E000289,Who was the Roman general at Strasbourg?,JULIAN
E000290,Who was the Roman general at the Frigidus?,THEODOSIUS I
E000291,Who was the Roman general who defeated the Goths under Claudius II?,CLAUDIUS II
E000292,Who was the Roman general who reconquered Britain for Severus?,(Severus himself)
E000293,Who was the Roman general who defeated Boudicca?,SUETONIUS PAULINUS
E000294,Who was the Roman general who conquered Wales?,AGRICOLA
E000295,Who was the Roman general who defeated Tacfarinas?,DOLABELLA
E000296,Who was the Roman general who defeated Jugurtha?,MARIUS
E000297,Who was the Roman general who defeated Mithridates?,POMPEY (or SULLA/LUCULLUS)
E000298,Who was the Roman general who defeated Spartacus?,CRASSUS
E000299,Who was the Roman general who defeated Vercingetorix?,JULIUS CAESAR
E000300,Who was the Roman general who defeated Antony?,AGRIPPA
E000301,Who was the Roman general who defeated Varus?,ARMINIUS (German)
E000302,Who was the Roman general who avenged Varus?,GERMANICUS
E000303,Who was the Roman general who defeated Sacrovir?,SILIUS
E000304,Who was the Roman general who defeated Civilis?,CERIALIS
E000305,Who was the Roman general who captured Jerusalem?,TITUS
E000306,Who was the Roman general who captured Masada?,SILVA
E000307,Who was the Roman general who defeated Decebalus?,TRAJAN
E000308,Who was the Roman general who defeated Bar Kokhba?,JULIUS SEVERUS
E000309,Who was the Roman general who defeated Pescennius Niger?,SEVERUS
E000310,Who was the Roman general who defeated Albinus?,SEVERUS
E000311,Who was the Roman general who defeated Macrinus?,GANNYS (for Elagabalus)
E000312,Who was the Roman general who defeated Maximinus Thrax?,(Killed by own troops)
E000313,Who was the Roman general who defeated Philip the Arab?,DECIUS
E000314,Who was the Roman general who defeated Decius?,CNIVA (Goth)
E000315,Who was the Roman general who defeated Valerian?,SHAPUR I (Persian)
E000316,Who was the Roman general who defeated Zenobia?,AURELIAN
E000317,Who was the Roman general who defeated Tetricus?,AURELIAN
E000318,Who was the Roman general who defeated Carinus?,DIOCLETIAN
E000319,Who was the Roman general who defeated Maxentius?,CONSTANTINE
E000320,Who was the Roman general who defeated Licinius?,CONSTANTINE
E000321,Who was the Roman general who defeated Magnentius?,CONSTANTIUS II
E000322,Who was the Roman general who defeated Vetranio?,CONSTANTIUS II
E000323,Who was the Roman general who defeated Silvanus?,URSICINUS
E000324,Who was the Roman general who defeated Procopius?,VALENS
E000325,Who was the Roman general who defeated Maximus?,THEODOSIUS I
E000326,Who was the Roman general who defeated Eugenius?,THEODOSIUS I
E000327,Who was the Roman general who defeated Gildo?,MASCEZEL
E000328,Who was the Roman general who defeated Alaric (initially)?,STILICHO
E000329,Who was the Roman general who defeated Radagaisus?,STILICHO
E000330,Who was the Roman general who defeated Constantine III?,CONSTANTIUS III
E000331,Who was the Roman general who defeated Jovinus?,ATAULF (Goth ally)
E000332,Who was the Roman general who defeated Attila?,AETIUS
E000333,Who was the Roman general who defeated the Vandals?,BELISARIUS
E000334,Who was the Roman general who defeated the Ostrogoths?,NARSES
E000335,Who was the Roman general who defeated the Persians (Heraclius)?,HERACLIUS
E000336,What year was the battle of Actium?,31 BC
E000337,What year was the battle of Teutoburg Forest?,9 AD
E000338,What year was the death of Augustus?,14 AD
E000339,What year was the death of Tiberius?,37 AD
E000340,What year was the death of Caligula?,41 AD
E000341,What year was the death of Claudius?,54 AD
E000342,What year was the death of Nero?,68 AD
E000343,What year was the Year of the Four Emperors?,69 AD
E000344,What year was the destruction of Jerusalem?,70 AD
E000345,What year was the eruption of Vesuvius?,79 AD
E000346,What year was the death of Domitian?,96 AD
E000347,What year was the death of Trajan?,117 AD
E000348,What year was the death of Hadrian?,138 AD
E000349,What year was the death of Antoninus Pius?,161 AD
E000350,What year was the death of Marcus Aurelius?,180 AD
E000351,What year was the death of Commodus?,192 AD
E000352,What year was the Year of the Five Emperors?,193 AD
E000353,What year was the death of Septimius Severus?,211 AD
E000354,What year was the Edict of Caracalla?,212 AD
E000355,What year was the death of Caracalla?,217 AD
E000356,What year was the death of Elagabalus?,222 AD
E000357,What year was the death of Alexander Severus?,235 AD
E000358,What year was the Year of the Six Emperors?,238 AD
E000359,What year was the death of Gordian III?,244 AD
E000360,What year was the Millennial Games?,248 AD
E000361,What year was the death of Decius?,251 AD
E000362,What year was the capture of Valerian?,260 AD
E000363,What year was the death of Gallienus?,268 AD
E000364,What year was the death of Aurelian?,275 AD
E000365,What year was the accession of Diocletian?,284 AD
E000366,What year was the abdication of Diocletian?,305 AD
E000367,What year was the death of Constantius Chlorus?,306 AD
E000368,What year was the Battle of the Milvian Bridge?,312 AD
E000369,What year was the Edict of Milan?,313 AD
E000370,What year was the Council of Nicaea?,325 AD
E000371,What year was the dedication of Constantinople?,330 AD
E000372,What year was the death of Constantine?,337 AD
E000373,What year was the death of Constantius II?,361 AD
E000374,What year was the death of Julian?,363 AD
E000375,What year was the Battle of Adrianople?,378 AD
E000376,What year was the death of Theodosius I?,395 AD
E000377,What year was the sack of Rome by Alaric?,410 AD
E000378,What year was the Battle of Chalons?,451 AD
E000379,What year was the sack of Rome by Genseric?,455 AD
E000380,What year was the fall of the Western Empire?,476 AD
E000381,What year was the death of Justinian?,565 AD
E000382,What city was the capital of the East?,CONSTANTINOPLE
E000383,What city was the capital of the West (under Honorius)?,RAVENNA
E000384,What city was the capital of the West (under Diocletian)?,MILAN (Mediolanum)
E000385,What city was the capital of the East (under Diocletian)?,NICOMEDIA
E000386,What city was the capital of the Tetrarch Constantius?,TREVES (Trier)
E000387,What city was the capital of the Tetrarch Galerius?,SIRMIUM (or THESSALONICA)
E000388,What city was the birthplace of Septimius Severus?,LEPTIS MAGNA
E000389,What city was the birthplace of Trajan?,ITALICA
E000390,What city was the birthplace of Hadrian?,ITALICA
E000391,What city was the birthplace of Theodosius I?,CAUCA (Spain)
E000392,What city was the birthplace of Constantine?,NAISSUS
E000393,What city was the birthplace of Diocletian?,SALONA (near)
E000394,What city was the birthplace of Aurelian?,SIRMIUM (or DACIA)
E000395,What city was the birthplace of Probus?,SIRMIUM
E000396,What city was the birthplace of Claudius Gothicus?,SIRMIUM (or ILLYRICUM)
E000397,What city was the birthplace of Caracalla?,LUGDUNUM (Lyon)
E000398,What city was the birthplace of Claudius?,LUGDUNUM (Lyon)
E000399,What city was the birthplace of Germanicus?,ROME
E000400,What city was the birthplace of Nero?,ANTIUM
E000401,What city was the birthplace of Titus?,ROME
E000402,What city was the birthplace of Domitian?,ROME
E000403,What city was the birthplace of Antoninus Pius?,LANUVIUM
E000404,What city was the birthplace of Marcus Aurelius?,ROME
E000405,What city was the birthplace of Commodus?,LANUVIUM
E000406,What city was the birthplace of Elagabalus?,EMESA (or ROME> raised there)
E000407,What city was the birthplace of Alexander Severus?,ARCA CAESAREA
E000408,What city was the birthplace of Maximinus Thrax?,THRACE (Village)
E000409,What city was the birthplace of Philip the Arab?,PHILIPPOPOLIS (Syria)
E000410,What city was the birthplace of Honorius?,CONSTANTINOPLE
E000411,What city was the birthplace of Arcadius?,SPAIN
E000412,Who was the wife of Constantius II?,EUSEBIA (or FAUSTINA)
E000413,Who was the wife of Valens?,DOMINICA
E000414,Who was the wife of Gratian?,CONSTANTIA
E000415,Who was the wife of Valentinian I (first)?,SEVERA
E000416,Who was the wife of Valentinian I (second)?,JUSTINA
E000417,Who was the wife of Theodosius II?,EUDOCIA (Athenais)
E000418,Who was the wife of Justinian?,THEODORA
E000419,Who was the wife of Justin II?,SOPHIA
E000420,Who was the wife of Heraclius?,MARTINA (niece)
E000421,Who was the wife of Leo I?,VERINA
E000422,Who was the wife of Zeno?,ARIADNE
E000423,Who was the wife of Anastasius?,ARIADNE
E000424,Who was the wife of Belisarius?,ANTONINA
E000425,Who was the daughter of Belisarius?,JOANNINA
E000426,Who was the king of the Persians who defeated Julian?,SHAPUR II
E000427,Who was the king of the Persians who defeated Valerian?,SHAPUR I
E000428,Who was the king of the Persians who fought Heraclius?,KHOSRAU II
E000429,Who was the king of the Persians who fought Justinian?,KHOSRAU I
E000430,Who was the king of the Persians who fought Alexander Severus?,ARDASHIR I
E000431,Who was the king of the Parthians who fought Trajan?,OSROES I
E000432,Who was the king of the Parthians who fought Crassus?,ORODES II
E000433,Who was the king of the Armenians deposed by Trajan?,PARTHAMASIRIS
E000434,Who was the king of the Dacians?,DECEBALUS
E000435,Who was the queen of the Iceni?,BOUDICCA
E000436,Who was the leader of the Cherusci?,ARMINIUS
E000437,Who was the leader of the Batavians?,CIVILIS
E000438,Who was the leader of the Gauls (Vindex's revolt)?,VINDEX
E000439,Who was the leader of the Jews (Bar Kokhba)?,SIMON BAR KOKHBA
E000440,Who was the leader of the Palmyrenes?,ZENOBIA
E000441,Who was the leader of the Gallic Empire (first)?,POSTUMUS
E000442,Who was the leader of the Gallic Empire (last)?,TETRICUS
E000443,Who was the leader of the Bagaudae?,(Peasant rebels)
E000444,Who was the leader of the Goths at Adrianople?,FRITIGERN
E000445,Who was the leader of the Huns at Chalons?,ATTILA
E000446,Who was the leader of the Vandals in Africa?,GENSERIC
E000447,Who was the leader of the Ostrogoths in Italy (first)?,THEODORIC
E000448,Who was the leader of the Ostrogoths in Italy (Totila)?,TOTILA
E000449,Who was the leader of the Ostrogoths in Italy (Teias)?,TEIAS
E000450,Who was the leader of the Franks (first Christian)?,CLOVIS
E000451,Who was the leader of the Visigoths (sack of Rome)?,ALARIC
E000452,Who was the leader of the Visigoths (Wallia)?,WALLIA
E000453,Who was the leader of the Burgundians?,GUNDAHAR
