LHALF000157,What is the **accusative singular** of *littera> litterae* (letter)?,litteram
LHALF000158,What is the **ablative singular** of *littera> litterae* (letter)?,littera
LHALF000159,What is the **nominative plural** of *littera> litterae* (letter)?,litterae
LHALF000160,What is the **accusative plural** of *littera> litterae* (letter)?,litteras
LHALF000161,What is the **ablative plural** of *littera> litterae* (letter)?,litteris
LHALF000162,What is the **dative singular** of *infamia> infamiae* (dishonor)?,infamiae
LHALF000163,What is the **accusative singular** of *infamia> infamiae* (dishonor)?,infamiam
LHALF000164,What is the **ablative singular** of *infamia> infamiae* (dishonor)?,infamia
LHALF000165,What is the **nominative plural** of *infamia> infamiae* (dishonor)?,infamiae
LHALF000166,What is the **accusative plural** of *infamia> infamiae* (dishonor)?,infamias
LHALF000167,What is the **ablative plural** of *infamia> infamiae* (dishonor)?,infamiis
LHALF000168,What is the **dative singular** of *fortuna> fortunae* (luck)?,fortunae
LHALF000169,What is the **accusative singular** of *fortuna> fortunae* (luck)?,fortunam
LHALF000170,What is the **ablative singular** of *fortuna> fortunae* (luck)?,fortuna
LHALF000171,What is the **nominative plural** of *fortuna> fortunae* (luck)?,fortunae
LHALF000172,What is the **accusative plural** of *fortuna> fortunae* (luck)?,fortunas
LHALF000173,What is the **ablative plural** of *fortuna> fortunae* (luck)?,fortunis
LHALF000174,What is the **dative singular** of *experientia> experientiae* (experience)?,experientiae
LHALF000175,What is the **accusative singular** of *experientia> experientiae* (experience)?,experientiam
LHALF000176,What is the **ablative singular** of *experientia> experientiae* (experience)?,experientia
LHALF000177,What is the **nominative plural** of *experientia> experientiae* (experience)?,experientiae
LHALF000178,What is the **accusative plural** of *experientia> experientiae* (experience)?,experientias
LHALF000179,What is the **ablative plural** of *experientia> experientiae* (experience)?,experientiis
LHALF000180,What is the **dative singular** of *villa> villae* (country house)?,villae
LHALF000181,What is the **accusative singular** of *villa> villae* (country house)?,villam
LHALF000182,What is the **ablative singular** of *villa> villae* (country house)?,villa
LHALF000183,What is the **nominative plural** of *villa> villae* (country house)?,villae
LHALF000184,What is the **accusative plural** of *villa> villae* (country house)?,villas
LHALF000185,What is the **ablative plural** of *villa> villae* (country house)?,villis
LHALF000186,What is the **dative singular** of *statua> statuae* (statue)?,statuae
LHALF000187,What is the **accusative singular** of *statua> statuae* (statue)?,statuam
LHALF000188,What is the **ablative singular** of *statua> statuae* (statue)?,statua
LHALF000189,What is the **nominative plural** of *statua> statuae* (statue)?,statuae
LHALF000190,What is the **accusative plural** of *statua> statuae* (statue)?,statuas
LHALF000191,What is the **ablative plural** of *statua> statuae* (statue)?,statuis
LHALF000192,What is the **dative singular** of *magistra> magistrae* (instructress)?,magistrae
LHALF000193,What is the **accusative singular** of *magistra> magistrae* (instructress)?,magistram
LHALF000194,What is the **ablative singular** of *magistra> magistrae* (instructress)?,magistra
LHALF000195,What is the **nominative plural** of *magistra> magistrae* (instructress)?,magistrae
LHALF000196,What is the **accusative plural** of *magistra> magistrae* (instructress)?,magistras
LHALF000197,What is the **ablative plural** of *magistra> magistrae* (instructress)?,magistris
LHALF000198,What is the **dative singular** of *historia> historiae* (history)?,historiae
LHALF000199,What is the **accusative singular** of *historia> historiae* (history)?,historiam
LHALF000200,What is the **ablative singular** of *historia> historiae* (history)?,historia
LHALF000201,What is the **nominative plural** of *historia> historiae* (history)?,historiae
LHALF000202,What is the **accusative plural** of *historia> historiae* (history)?,historias
LHALF000203,What is the **ablative plural** of *historia> historiae* (history)?,historiis
LHALF000204,What is the **dative singular** of *pecunia> pecuniae* (money> wealth)?,pecuniae
LHALF000205,What is the **accusative singular** of *pecunia> pecuniae* (money> wealth)?,pecuniam
LHALF000206,What is the **ablative singular** of *pecunia> pecuniae* (money> wealth)?,pecunia
LHALF000207,What is the **nominative plural** of *pecunia> pecuniae* (money> wealth)?,pecuniae
LHALF000208,What is the **accusative plural** of *pecunia> pecuniae* (money> wealth)?,pecunias
LHALF000209,What is the **ablative plural** of *pecunia> pecuniae* (money> wealth)?,pecuniis
LHALF000210,What is the **dative singular** of *amica> amicae* (friend> lover)?,amicae
LHALF000211,What is the **accusative singular** of *amica> amicae* (friend> lover)?,amicam
LHALF000212,What is the **ablative singular** of *amica> amicae* (friend> lover)?,amica
LHALF000213,What is the **nominative plural** of *amica> amicae* (friend> lover)?,amicae
LHALF000214,What is the **accusative plural** of *amica> amicae* (friend> lover)?,amicas
LHALF000215,What is the **ablative plural** of *amica> amicae* (friend> lover)?,amicis
LHALF000216,What is the **dative singular** of *victima> victimae* (victim)?,victimae
LHALF000217,What is the **accusative singular** of *victima> victimae* (victim)?,victimam
LHALF000218,What is the **ablative singular** of *victima> victimae* (victim)?,victima
LHALF000219,What is the **nominative plural** of *victima> victimae* (victim)?,victimae
LHALF000220,What is the **accusative plural** of *victima> victimae* (victim)?,victimas
LHALF000221,What is the **ablative plural** of *victima> victimae* (victim)?,victimis
LHALF000222,What is the **dative singular** of *ara> arae* (altar)?,arae
LHALF000223,What is the **accusative singular** of *ara> arae* (altar)?,aram
LHALF000224,What is the **ablative singular** of *ara> arae* (altar)?,ara
LHALF000225,What is the **nominative plural** of *ara> arae* (altar)?,arae
LHALF000226,What is the **accusative plural** of *ara> arae* (altar)?,aras
LHALF000227,What is the **ablative plural** of *ara> arae* (altar)?,aris
LHALF000228,What is the **dative singular** of *infula> infulae* (band> bandage)?,infulae
LHALF000229,What is the **accusative singular** of *infula> infulae* (band> bandage)?,infulam
LHALF000230,What is the **ablative singular** of *infula> infulae* (band> bandage)?,infula
LHALF000231,What is the **nominative plural** of *infula> infulae* (band> bandage)?,infulae
LHALF000232,What is the **accusative plural** of *infula> infulae* (band> bandage)?,infulas
LHALF000233,What is the **ablative plural** of *infula> infulae* (band> bandage)?,infulis
LHALF000234,What is the **dative singular** of *laetitia> laetitiae* (joy)?,laetitiae
LHALF000235,What is the **accusative singular** of *laetitia> laetitiae* (joy)?,laetitiam
LHALF000236,What is the **ablative singular** of *laetitia> laetitiae* (joy)?,laetitia
LHALF000237,What is the **nominative plural** of *laetitia> laetitiae* (joy)?,laetitiae
LHALF000238,What is the **accusative plural** of *laetitia> laetitiae* (joy)?,laetitias
LHALF000239,What is the **ablative plural** of *laetitia> laetitiae* (joy)?,laetitiis
LHALF000240,What is the **dative singular** of *dea> deae* (goddess)?,deae
LHALF000241,What is the **accusative singular** of *dea> deae* (goddess)?,deam
LHALF000242,What is the **ablative singular** of *dea> deae* (goddess)?,dea
LHALF000243,What is the **nominative plural** of *dea> deae* (goddess)?,deae
LHALF000244,What is the **accusative plural** of *dea> deae* (goddess)?,deas
LHALF000245,What is the **ablative plural** of *dea> deae* (goddess)?,deis
LHALF000246,What is the **dative singular** of *iniuria> iniuriae* (injury> wrongdoing)?,iniuriae
LHALF000247,What is the **accusative singular** of *iniuria> iniuriae* (injury> wrongdoing)?,iniuriam
LHALF000248,What is the **ablative singular** of *iniuria> iniuriae* (injury> wrongdoing)?,iniuria
LHALF000249,What is the **nominative plural** of *iniuria> iniuriae* (injury> wrongdoing)?,iniuriae
LHALF000250,What is the **accusative plural** of *iniuria> iniuriae* (injury> wrongdoing)?,iniurias
LHALF000251,What is the **ablative plural** of *iniuria> iniuriae* (injury> wrongdoing)?,iniuriis
LHALF000252,What is the **dative singular** of *ignominia> ignominiae* (dishonor)?,ignominiae
LHALF000253,What is the **accusative singular** of *ignominia> ignominiae* (dishonor)?,ignominiam
LHALF000254,What is the **ablative singular** of *ignominia> ignominiae* (dishonor)?,ignominia
LHALF000255,What is the **nominative plural** of *ignominia> ignominiae* (dishonor)?,ignominiae
LHALF000256,What is the **accusative plural** of *ignominia> ignominiae* (dishonor)?,ignominias
LHALF000257,What is the **ablative plural** of *ignominia> ignominiae* (dishonor)?,ignominiis
LHALF000258,What is the **dative singular** of *contumelia> contumeliae* (insult)?,contumeliae
LHALF000259,What is the **accusative singular** of *contumelia> contumeliae* (insult)?,contumeliam
LHALF000260,What is the **ablative singular** of *contumelia> contumeliae* (insult)?,contumelia
LHALF000261,What is the **nominative plural** of *contumelia> contumeliae* (insult)?,contumeliae
LHALF000262,What is the **accusative plural** of *contumelia> contumeliae* (insult)?,contumelias
LHALF000263,What is the **ablative plural** of *contumelia> contumeliae* (insult)?,contumeliis
LHALF000264,What is the **dative singular** of *gloria> gloriae* (glory> praise)?,gloriae
LHALF000265,What is the **accusative singular** of *gloria> gloriae* (glory> praise)?,gloriam
LHALF000266,What is the **ablative singular** of *gloria> gloriae* (glory> praise)?,gloria
LHALF000267,What is the **nominative plural** of *gloria> gloriae* (glory> praise)?,gloriae
LHALF000268,What is the **accusative plural** of *gloria> gloriae* (glory> praise)?,glorias
LHALF000269,What is the **ablative plural** of *gloria> gloriae* (glory> praise)?,gloriis
LHALF000270,What is the **dative singular** of *via> viae* (way> path> street)?,viae
LHALF000271,What is the **accusative singular** of *via> viae* (way> path> street)?,viam
LHALF000272,What is the **ablative singular** of *via> viae* (way> path> street)?,via
LHALF000273,What is the **nominative plural** of *via> viae* (way> path> street)?,viae
LHALF000274,What is the **accusative plural** of *via> viae* (way> path> street)?,vias
LHALF000275,What is the **ablative plural** of *via> viae* (way> path> street)?,viis
LHALF000276,What is the **dative singular** of *unda> undae* (wave)?,undae
LHALF000277,What is the **accusative singular** of *unda> undae* (wave)?,undam
LHALF000278,What is the **ablative singular** of *unda> undae* (wave)?,unda
LHALF000279,What is the **nominative plural** of *unda> undae* (wave)?,undae
LHALF000280,What is the **accusative plural** of *unda> undae* (wave)?,undas
LHALF000281,What is the **ablative plural** of *unda> undae* (wave)?,undis
LHALF000282,What is the **dative singular** of *umbra> umbrae* (shade> shadow> ghost)?,umbrae
LHALF000283,What is the **accusative singular** of *umbra> umbrae* (shade> shadow> ghost)?,umbram
LHALF000284,What is the **ablative singular** of *umbra> umbrae* (shade> shadow> ghost)?,umbra
LHALF000285,What is the **nominative plural** of *umbra> umbrae* (shade> shadow> ghost)?,umbrae
LHALF000286,What is the **accusative plural** of *umbra> umbrae* (shade> shadow> ghost)?,umbras
LHALF000287,What is the **ablative plural** of *umbra> umbrae* (shade> shadow> ghost)?,umbris
LHALF000288,What is the **dative singular** of *turba> turbae* (crowd> tumult)?,turbae
LHALF000289,What is the **accusative singular** of *turba> turbae* (crowd> tumult)?,turbam
LHALF000290,What is the **ablative singular** of *turba> turbae* (crowd> tumult)?,turba
LHALF000291,What is the **nominative plural** of *turba> turbae* (crowd> tumult)?,turbae
LHALF000292,What is the **accusative plural** of *turba> turbae* (crowd> tumult)?,turbas
LHALF000293,What is the **ablative plural** of *turba> turbae* (crowd> tumult)?,turbis
LHALF000294,What is the **dative singular** of *terra> terrae* (land> earth)?,terrae
LHALF000295,What is the **accusative singular** of *terra> terrae* (land> earth)?,terram
LHALF000296,What is the **ablative singular** of *terra> terrae* (land> earth)?,terra
LHALF000297,What is the **nominative plural** of *terra> terrae* (land> earth)?,terrae
LHALF000298,What is the **accusative plural** of *terra> terrae* (land> earth)?,terras
LHALF000299,What is the **ablative plural** of *terra> terrae* (land> earth)?,terris
LHALF000300,What is the **dative singular** of *tabula> tabulae* (board> tablet)?,tabulae
LHALF000301,What is the **accusative singular** of *tabula> tabulae* (board> tablet)?,tabulam
LHALF000302,What is the **ablative singular** of *tabula> tabulae* (board> tablet)?,tabula
LHALF000303,What is the **nominative plural** of *tabula> tabulae* (board> tablet)?,tabulae
LHALF000304,What is the **accusative plural** of *tabula> tabulae* (board> tablet)?,tabulas
LHALF000305,What is the **ablative plural** of *tabula> tabulae* (board> tablet)?,tabulis
LHALF000306,What is the **dative singular** of *summa> summae* (top; main thing> perfection)?,summae
LHALF000307,What is the **accusative singular** of *summa> summae* (top; main thing> perfection)?,summam
LHALF000308,What is the **ablative singular** of *summa> summae* (top; main thing> perfection)?,summa
LHALF000309,What is the **nominative plural** of *summa> summae* (top; main thing> perfection)?,summae
LHALF000310,What is the **accusative plural** of *summa> summae* (top; main thing> perfection)?,summas
LHALF000311,What is the **ablative plural** of *summa> summae* (top; main thing> perfection)?,summis
LHALF000312,What is the **dative singular** of *silva> silvae* (wood> forest)?,silvae
LHALF000313,What is the **accusative singular** of *silva> silvae* (wood> forest)?,silvam
LHALF000314,What is the **ablative singular** of *silva> silvae* (wood> forest)?,silva
LHALF000315,What is the **nominative plural** of *silva> silvae* (wood> forest)?,silvae
LHALF000316,What is the **accusative plural** of *silva> silvae* (wood> forest)?,silvas
LHALF000317,What is the **ablative plural** of *silva> silvae* (wood> forest)?,silvis
LHALF000318,What is the **dative singular** of *sententia> sententiae* (opinion> decision)?,sententiae
LHALF000319,What is the **accusative singular** of *sententia> sententiae* (opinion> decision)?,sententiam
LHALF000320,What is the **ablative singular** of *sententia> sententiae* (opinion> decision)?,sententia
LHALF000321,What is the **nominative plural** of *sententia> sententiae* (opinion> decision)?,sententiae
LHALF000322,What is the **accusative plural** of *sententia> sententiae* (opinion> decision)?,sententias
LHALF000323,What is the **ablative plural** of *sententia> sententiae* (opinion> decision)?,sententiis
LHALF000324,What is the **dative singular** of *sapientia> sapientiae* (wisdom)?,sapientiae
LHALF000325,What is the **accusative singular** of *sapientia> sapientiae* (wisdom)?,sapientiam
LHALF000326,What is the **ablative singular** of *sapientia> sapientiae* (wisdom)?,sapientia
LHALF000327,What is the **nominative plural** of *sapientia> sapientiae* (wisdom)?,sapientiae
LHALF000328,What is the **accusative plural** of *sapientia> sapientiae* (wisdom)?,sapientias
LHALF000329,What is the **ablative plural** of *sapientia> sapientiae* (wisdom)?,sapientiis
LHALF000330,What is the **dative singular** of *ruina> ruinae* (fall> ruin)?,ruinae
LHALF000331,What is the **accusative singular** of *ruina> ruinae* (fall> ruin)?,ruinam
LHALF000332,What is the **ablative singular** of *ruina> ruinae* (fall> ruin)?,ruina
LHALF000333,What is the **nominative plural** of *ruina> ruinae* (fall> ruin)?,ruinae
LHALF000334,What is the **accusative plural** of *ruina> ruinae* (fall> ruin)?,ruinas
LHALF000335,What is the **ablative plural** of *ruina> ruinae* (fall> ruin)?,ruinis
LHALF000336,What is the **dative singular** of *ripa> ripae* (bank> shore)?,ripae
LHALF000337,What is the **accusative singular** of *ripa> ripae* (bank> shore)?,ripam
LHALF000338,What is the **ablative singular** of *ripa> ripae* (bank> shore)?,ripa
LHALF000339,What is the **nominative plural** of *ripa> ripae* (bank> shore)?,ripae
LHALF000340,What is the **accusative plural** of *ripa> ripae* (bank> shore)?,ripas
LHALF000341,What is the **ablative plural** of *ripa> ripae* (bank> shore)?,ripis
LHALF000342,What is the **dative singular** of *regina> reginae* (queen)?,reginae
LHALF000343,What is the **accusative singular** of *regina> reginae* (queen)?,reginam
LHALF000344,What is the **ablative singular** of *regina> reginae* (queen)?,regina
LHALF000345,What is the **nominative plural** of *regina> reginae* (queen)?,reginae
LHALF000346,What is the **accusative plural** of *regina> reginae* (queen)?,reginas
LHALF000347,What is the **ablative plural** of *regina> reginae* (queen)?,reginis
LHALF000348,What is the **dative singular** of *pugna> pugnae* (battle)?,pugnae
LHALF000349,What is the **accusative singular** of *pugna> pugnae* (battle)?,pugnam
LHALF000350,What is the **ablative singular** of *pugna> pugnae* (battle)?,pugna
LHALF000351,What is the **nominative plural** of *pugna> pugnae* (battle)?,pugnae
LHALF000352,What is the **accusative plural** of *pugna> pugnae* (battle)?,pugnas
LHALF000353,What is the **ablative plural** of *pugna> pugnae* (battle)?,pugnis
LHALF000354,What is the **dative singular** of *praeda> praedae* (booty> prey)?,praedae
LHALF000355,What is the **accusative singular** of *praeda> praedae* (booty> prey)?,praedam
LHALF000356,What is the **ablative singular** of *praeda> praedae* (booty> prey)?,praeda
LHALF000357,What is the **nominative plural** of *praeda> praedae* (booty> prey)?,praedae
LHALF000358,What is the **accusative plural** of *praeda> praedae* (booty> prey)?,praedas
LHALF000359,What is the **ablative plural** of *praeda> praedae* (booty> prey)?,praedis
